,FLEET,AC CODE,"FLT#
(OB)","FLT#
(IB)",ORIG,DEST,"DEST
(ret)","ORIG
(ret)","DEP OB
(HHMM)","ARR OB
(HHMM)","BLOCK OB
(HHMM)","DEP IB
(HHMM)","ARR IB
(HHMM)","BLOCK IB
(HHMM)",OPR,,,,,,,
Domestic,320/D,321T,25,26,JFK,LAX,LAX,JFK,0625,0925,0600,1025,1840,0515,NAC,,,,,,,
Domestic,320/D,321T,77,78,JFK,LAX,LAX,JFK,0755,1055,0600,1155,2010,0515,NAC,,,,,,,
Domestic,320/D,321T,85,86,JFK,LAX,LAX,JFK,0940,1240,0600,1340,2155,0515,NAC,,,,,,,
Domestic,320/D,321T,158,159,JFK,LAX,LAX,JFK,1140,1440,0600,1525,2340,0515,NAC,,,,,,,
Domestic,737/D,738K,764,769,AUS,EWR,EWR,AUS,1451,1921,0330,0730,1030,0400,NAC,,,,,,,
Domestic,320/D,321X,32,33,JFK,LAX,LAX,JFK,1438,1653,0515,2005,0505,0600,NAC,,,,,,,
Domestic,320/D,321E,2082,2125,JFK,PHX,PHX,JFK,0715,0943,0528,2219,0600,0441,NAC,,,,,,,
Domestic,320/D,321R,786,793,JFK,PHX,PHX,JFK,1915,2143,0528,1019,1800,0441,NAC,,,,,,,
Domestic,320/D,319S,2954,2955,JFK,RDU,RDU,JFK,1855,2039,0144,0650,0828,0138,NAC,,,,,,,
Domestic,320/D,321T,99,100,JFK,SFO,SFO,JFK,1210,1535,0625,1635,0103,0528,NAC,,,,,,,
Domestic,320/D,321T,185,189,JFK,SFO,SFO,JFK,1950,2315,0625,1707,0135,0528,NAC,,,,,,,
Domestic,320/D,321T,3,4,JFK,SFO,SFO,JFK,1635,2000,0625,2045,0513,0528,NAC,,,,,,,
Domestic,320/D,321T,9,10,JFK,SFO,SFO,JFK,0600,0925,0625,0700,1528,0528,NAC,,,,,,,
Domestic,320/D,321T,2926,2926,JFK,SNA,SNA,JFK,0857,1205,0608,1305,2119,0514,NAC,,,,,,,
Domestic,320/D,321R,1382,1383,LAX,AUS,AUS,LAX,1415,1914,0259,1954,2110,0316,NAC,,2305,0031,0650,0816,0045,0045
Domestic,737/D,738K,490,493,LAX,AUS,AUS,LAX,1655,2154,0259,2234,2350,0316,NAC,,,,,,,
Domestic,320/D,321R,2496,2496,LAX,BNA,BNA,LAX,1005,1604,0359,1705,1935,0430,NAC,,,,,,,
Domestic,737/D,738K,1790,1799,LAX,BNA,BNA,LAX,2351,0550,0359,0640,0910,0430,NAC,,0850,1131,1216,1451,0045,0045
Domestic,737/D,738K,2392,2393,LAX,BNA,BNA,LAX,1650,2249,0359,0710,0940,0430,NAC,,,,,,,
Domestic,320/D,321X,1334,1335,LAX,BOS,BOS,LAX,2209,0640,0531,0740,1058,0618,NAC,,,,,,,
Domestic,320/D,321X,2332,2333,LAX,BOS,BOS,LAX,0600,1431,0531,1516,1834,0618,NAC,,,,,,,
Domestic,320/D,F321,4246,4247,LAX,BWI,BWI,LAX,0600,1359,0459,1500,1740,0540,PFT,,,,,,,
Domestic,737/D,738K,2378,2405,LAX,CLE,CLE,LAX,1000,1729,0429,1820,2024,0504,NAC,,,,,,,
Domestic,320/D,321K,1707,1706,LAX,CLT,CLT,LAX,2130,0505,0435,0610,0823,0513,NAC,,,,,,,
Domestic,320/D,321K,1483,1482,LAX,CLT,CLT,LAX,0930,1705,0435,1805,2018,0513,NAC,,,,,,,
Domestic,737/D,738K,2184,2223,LAX,CMH,CMH,LAX,0924,1646,0422,1746,1942,0456,NAC,,,,,,,
Mexico,320/I,321E,908,909,LAX,CUN,CUN,LAX,1130,1805,0435,1905,2212,0507,NAC,,,,,,,
Domestic,737/D,738M,1648,1673,LAX,DCA,DCA,LAX,1458,2255,0457,0750,1028,0538,NAC,,,,,,,
Domestic,737/D,738M,1834,1835,LAX,DCA,DCA,LAX,0700,1457,0457,1547,1825,0538,NAC,,,,,,,
Domestic,B756,75E,1085,1078,LAX,DEN,DEN,LAX,1951,2257,0206,0610,0734,0224,NAC,,,,,,,
Domestic,320/D,321F,4156,4157,LAX,DEN,DEN,LAX,1040,1346,0206,1431,1555,0224,PFT,,,,,,,
Domestic,320/D,321R,2482,2482,LAX,DFW,DFW,LAX,1250,1736,0246,1821,1937,0316,NAC,,,,,,,
Domestic,320/D,321K,1850,1881,PHL,FLL,FLL,PHL,0745,1030,0245,1115,1354,0239,NAC,,,,,,,
Domestic,320/D,321R,1928,1929,LAX,DFW,DFW,LAX,2355,0441,0246,2149,2305,0316,NAC,,0705,0847,0932,1109,0045,0045
Caribbean,320/I,F320,20,21,FLL,SJU,SJU,FLL,0735,1015,0240,1115,1415,0300,PFT,,,,,,,
Domestic,320/D,F320,4894,4895,MCI,BOS,BOS,MCI,0835,1237,0302,1322,1552,0330,PFT,,,,,,,
Domestic,320/D,F320,3572,3573,BOS,AUS,AUS,BOS,0955,1321,0426,1406,1858,0352,PFT,,,,,,,
Domestic,320/D,F320,4168,4169,PDX,ORD,ORD,PDX,1120,1703,0343,1748,2025,0437,PFT,,,,,,,
Domestic,320/D,F320,4054,4055,SFO,AUS,AUS,SFO,1145,1713,0328,1810,2010,0400,PFT,,,,,,,
Domestic,320/D,F320,3466,3467,MCI,SAN,SAN,MCI,1155,1334,0339,1419,1930,0311,PFT,,,,,,,
Domestic,320/D,F320,4394,4395,MCI,ONT,ONT,MCI,1300,1438,0338,1523,2032,0309,PFT,,,,,,,
Domestic,320/D,F320,3430,3431,FLL,LGA,LGA,FLL,1310,1558,0248,1643,1939,0256,PFT,,,,,,,
Domestic,320/D,F320,4138,4139,AUS,BOS,BOS,AUS,1330,1822,0352,1907,2233,0426,PFT,,,,,,,
Domestic,320/D,F320,3402,3403,PDX,SJC,SJC,PDX,1415,1609,0154,1654,1849,0155,PFT,,,,,,,
Domestic,320/D,F320,3118,3119,MCI,BOS,BOS,MCI,1505,1907,0302,1952,2222,0330,PFT,,,,,,,
Domestic,320/D,F320,4364,4365,SMF,SAN,SAN,SMF,1530,1713,0143,1758,1946,0148,PFT,,,,,,,
Domestic,320/D,F320,4942,4943,MCI,TPA,TPA,MCI,1545,1926,0241,2011,2208,0257,PFT,,,,,,,
Domestic,320/D,F320,4920,4921,LAS,SMF,SMF,LAS,1550,1732,0142,1817,1951,0134,PFT,,,,,,,
Domestic,320/D,F320,3552,3553,FLL,DCA,DCA,FLL,1710,1939,0229,2024,2257,0233,PFT,,,,,,,
Domestic,320/D,F320,4816,4817,LAS,SNA,SNA,LAS,1750,1914,0124,1959,2120,0121,PFT,,,,,,,
Domestic,320/D,F320,3512,3513,AUS,MSP,MSP,AUS,1755,2040,0245,2125,0015,0250,PFT,,,,,,,
Domestic,320/D,F320,4668,4669,AUS,TPA,TPA,AUS,1925,2251,0226,2336,0123,0247,PFT,,,,,,,
Domestic,320/D,F320,4056,4057,LAS,SJC,SJC,LAS,2110,2251,0141,2336,0109,0133,PFT,,,,,,,
Domestic,320/D,F320,3594,3595,MCI,MCO,MCO,MCI,2235,0219,0244,0745,0945,0300,PFT,,,,,,,
Domestic,320/D,F320,4302,4303,AUS,PHX,PHX,AUS,2250,2329,0239,2315,0335,0220,PFT,,,,,,,
Domestic,320/D,F320,3468,3469,MCO,MDW,MDW,MCO,2355,0140,0245,0625,1002,0237,PFT,,,,,,,
Domestic,320/D,321F,3534,3535,LAX,DFW,DFW,LAX,1540,2026,0246,2111,2227,0316,PFT,,,,,,,
Domestic,E145,E4X,6220,6221,LAX,EUG,EUG,LAX,1000,1216,0216,1256,1456,0200,SSX,,,,,,,
Domestic,320/D,319W,1450,1495,LAX,FCA,FCA,LAX,1230,1611,0241,1656,1832,0236,AAA,,,,,,,
Central America,737/I,738M,678,679,LAX,GUA,GUA,LAX,0020,0605,0445,0705,1119,0514,AUR,,,,,,,
Domestic,320/D,321E,2168,2197,AUS,LAS,LAS,AUS,0650,0756,0306,0850,1334,0244,NAC,,2355,0101,0610,1054,0045,0045
Domestic,320/D,321K,1725,1725,AUS,LAS,LAS,AUS,1309,1415,0306,1740,2224,0244,NAC,,2350,0056,0610,1054,0045,0045
Domestic,320/D,321R,2410,2441,AUS,LAS,LAS,AUS,1009,1115,0306,1215,1659,0244,NAC,,2355,0101,0610,1054,0045,0045
Domestic,320/D,321K,1390,1391,AUS,LAS,LAS,AUS,2129,2235,0306,2335,0419,0244,NAC,,2355,0101,0610,1054,0045,0045
Domestic,737/D,738M,1002,1007,JFK,LAS,LAS,JFK,0710,0950,0540,1050,1841,0451,NAC,,,,,,,
Domestic,737/D,738M,2948,2949,JFK,LAS,LAS,JFK,1815,2055,0540,2155,0546,0451,NAC,,1750,1904,1949,2103,0045,0045
Asia,A339,330N,800,801,LAX,HND,HND,LAX,1226,1555,1129,1725,1120,0955,NAC,,,,,,,
Domestic,320/D,319W,1372,1421,DCA,CHS,CHS,DCA,1121,1305,0144,1345,1525,0140,NAC,,1240,1424,1509,1649,0045,0045
Domestic,320/D,319W,3960,3961,MIA,CHS,CHS,MIA,2240,0026,0146,0605,0751,0146,NAC,,,,,,,
Domestic,320/D,319W,840,841,MIA,CLE,CLE,MIA,1625,1917,0252,2000,2250,0250,NAC,,,,,,,
Caribbean,320/D,319W,1096,1105,MIA,CMW,CMW,MIA,1400,1540,0140,1620,1800,0140,NAC,,,,,,,
Domestic,320/D,319W,2904,2905,MIA,CVG,CVG,MIA,2216,0055,0239,0510,0744,0234,NAC,,,,,,,
Domestic,320/D,319W,2122,2159,BOS,DCA,DCA,BOS,1400,1542,0142,1627,1802,0135,NAC,,,,,,,
Domestic,320/D,319W,2182,2217,BOS,DCA,DCA,BOS,0700,0842,0142,0930,1105,0135,NAC,,,,,,,
Domestic,320/D,319W,3926,3927,BOS,DCA,DCA,BOS,1900,2042,0142,1940,2115,0135,NAC,,,,,,,
Domestic,320/D,319W,1552,1589,JFK,DCA,DCA,JFK,1900,2024,0124,2109,2229,0120,NAC,,,,,,,
Domestic,320/D,321R,2200,2200,LGA,MCO,MCO,LGA,2107,2350,0243,0820,1053,0233,NAC,,,,,,,
Domestic,320/D,321R,1380,1380,LGA,MCO,MCO,LGA,0815,1058,0243,1200,1433,0233,NAC,,,,,,,
Domestic,320/D,321R,1536,1571,LGA,MIA,MIA,LGA,0530,0829,0259,1540,1830,0250,NAC,,,,,,,
Domestic,320/D,321R,1979,1979,LGA,MIA,MIA,LGA,1530,1829,0259,1930,2220,0250,NAC,,,,,,,
Domestic,320/D,321R,2292,2331,LGA,MIA,MIA,LGA,1231,1530,0259,0840,1130,0250,NAC,,,,,,,
Domestic,320/D,319W,204,203,LGA,DCA,DCA,LGA,0600,0724,0124,0800,0920,0120,NAC,,,,,,,
Domestic,320/D,319W,1156,1167,LGA,DCA,DCA,LGA,0800,0924,0124,1010,1130,0120,NAC,,,,,,,
Domestic,320/D,321R,1000,1005,LGA,RDU,RDU,LGA,1345,1529,0144,1620,1758,0138,NAC,,,,,,,
Domestic,320/D,A320,1638,1637,LGA,RDU,RDU,LGA,2130,2314,0144,0545,0723,0138,NAC,,,,,,,
Domestic,320/D,A320,1114,1137,LGA,TPA,TPA,LGA,0830,1121,0251,1200,1439,0239,NAC,,,,,,,
Domestic,320/D,321R,2014,2014,MCO,PHL,PHL,MCO,1020,1244,0224,1329,1600,0231,NAC,,,,,,,
Domestic,320/D,319S,1572,1607,MIA,ATL,ATL,MIA,2209,2357,0148,0505,0700,0155,NAC,,,,,,,
Domestic,320/D,319S,2126,2165,MIA,ATL,ATL,MIA,1715,1903,0148,1943,2138,0155,NAC,,,,,,,
Domestic,320/D,319W,3046,3047,LGA,DCA,DCA,LGA,1800,1924,0124,2000,2120,0120,NAC,,,,,,,
Domestic,320/D,321E,594,595,MIA,AUS,AUS,MIA,1855,2104,0309,1410,1755,0245,NAC,,,,,,,
Domestic,320/D,321E,1971,1971,MIA,AUS,AUS,MIA,2146,2355,0309,1716,2101,0245,NAC,,,,,,,
Domestic,320/D,321R,2250,2289,MIA,AUS,AUS,MIA,0600,0809,0309,0910,1255,0245,NAC,,,,,,,
Domestic,320/D,321R,2034,2035,MIA,AUS,AUS,MIA,2256,0105,0309,1550,1935,0245,NAC,,,,,,,
Domestic,320/D,319W,2306,2339,MIA,DCA,DCA,MIA,2128,2359,0231,0505,0741,0236,NAC,,,,,,,
Domestic,320/D,319S,2428,2463,MIA,BOS,BOS,MIA,1410,1718,0308,1803,2123,0320,NAC,,,,,,,
Domestic,320/D,321E,2342,2373,MIA,BOS,BOS,MIA,1230,1538,0308,1623,1943,0320,NAC,,,,,,,
Caribbean,320/I,321K,438,443,RDU,AUA,AUA,RDU,0855,1254,0359,1355,1805,0410,NAC,,,,,,,
Domestic,320/D,321K,1919,814,RDU,AUS,AUS,RDU,0900,1117,0317,1202,1554,0252,NAC,,,,,,,
Domestic,320/D,319W,1102,1109,DCA,DFW,DFW,DCA,2138,2355,0317,0515,0916,0301,NAC,,,,,,,
Domestic,320/D,319W,1652,1653,DCA,DFW,DFW,DCA,0738,0955,0317,1029,1430,0301,NAC,,,,,,,
Domestic,320/D,H205,815,1896,RDU,AUS,AUS,RDU,1240,1457,0317,1542,1934,0252,NAC,,,,,,,
Domestic,E175,E7W,3362,3363,RDU,AVL,AVL,RDU,1307,1435,0128,1505,1625,0120,EMY,,,,,,,
Domestic,320/D,319S,1006,1011,MIA,EGE,EGE,MIA,1145,1421,0436,1350,1953,0403,NAC,,,,,,,
Domestic,320/D,321E,1298,1298,MIA,EWR,EWR,MIA,2150,0039,0249,0500,0757,0257,NAC,,,,,,,
Caribbean,320/D,319S,3978,3979,MIA,HAV,HAV,MIA,1430,1555,0125,1640,1802,0122,NAC,,,,,,,
Domestic,E145,EMJ,5910,5911,RDU,AVL,AVL,RDU,2231,2355,0124,0500,0619,0119,EMY,,,,,,,
Domestic,320/D,319S,789,1335,MIA,JFK,JFK,MIA,0610,0859,0249,2101,2359,0258,NAC,,,,,,,
Domestic,320/D,321R,3168,3169,MIA,JFK,JFK,MIA,1526,1815,0249,1127,1425,0258,NAC,,,,,,,
Hawaii,320/I,321E,482,185,LAX,HNL,HNL,LAX,1400,1720,0620,2245,0700,0515,NAC,,,,,,,
Domestic,320/D,321E,996,1001,MIA,LAX,LAX,MIA,0600,0839,0539,1000,1759,0459,NAC,,,,,,,
Domestic,320/D,321R,400,403,MIA,LGA,LGA,MIA,2109,2359,0250,0700,0959,0259,NAC,,,,,,,
Domestic,320/D,319W,1582,1583,DCA,FLL,FLL,DCA,1502,1740,0238,1814,2048,0234,NAC,,,,,,,
Domestic,320/D,319W,1364,1405,DCA,MIA,MIA,DCA,2142,0015,0233,0505,0734,0229,NAC,,0635,0908,0953,1222,0045,0045
Domestic,320/D,319W,2164,2201,DCA,RDU,RDU,DCA,2231,2354,0123,0555,0716,0121,NAC,,0630,0753,0838,0959,0045,0045
Domestic,E145,EMJ,6022,6023,RDU,AVL,AVL,RDU,1100,1224,0124,1305,1424,0119,EMY,,,,,,,
Domestic,E145,EMJ,6054,6055,RDU,AVL,AVL,RDU,1750,1914,0124,1950,2109,0119,EMY,,,,,,,
Caribbean,320/I,319S,1258,1259,RDU,BDA,BDA,RDU,1015,1333,0218,1423,1559,0236,NAC,,2340,2340,0025,0025,0045,0045
Domestic,320/D,319W,1868,1869,DCA,IAH,IAH,DCA,2129,2359,0330,0555,0959,0304,NAC,,,,,,,
Domestic,320/D,319W,528,523,DCA,IAH,IAH,DCA,1035,1305,0330,1345,1749,0304,NAC,,,,,,,
Domestic,320/D,321R,586,591,MIA,ORD,ORD,MIA,1030,1229,0259,1330,1737,0307,NAC,,,,,,,
Domestic,737/D,738K,556,553,RDU,BDL,BDL,RDU,1010,1158,0148,1240,1350,0110,NAC,,,,,,,
Domestic,320/D,321N,1927,1927,AUS,PDX,PDX,AUS,1508,1730,0422,0627,1220,0353,NAC,,2350,0212,0545,1138,0045,0045
Domestic,320/D,321E,3932,3933,MIA,PHX,PHX,MIA,1400,1601,0501,1646,0005,0419,NAC,,,,,,,
Domestic,E175,E7W,4408,4409,RDU,BDL,BDL,RDU,2230,2355,0125,0555,0705,0110,RBD,,,,,,,
Domestic,E175,E7W,4454,4455,RDU,BDL,BDL,RDU,1152,1317,0125,1350,1500,0110,RBD,,,,,,,
Domestic,E190,E95,4510,4511,RDU,BDL,BDL,RDU,1810,1958,0148,2043,2238,0155,PFT,,,,,,,
Domestic,320/D,319W,1786,1773,DCA,JAX,JAX,DCA,1510,1715,0205,1755,1954,0159,NAC,,1205,1410,1455,1654,0045,0045
Domestic,320/D,321E,2957,2957,MIA,SFO,SFO,MIA,1825,2145,0620,2355,0822,0527,NAC,,,,,,,
Domestic,320/D,321R,952,957,MIA,SFO,SFO,MIA,2134,0054,0620,0600,1427,0527,NAC,,,,,,,
Domestic,320/D,321E,831,830,MIA,SLC,SLC,MIA,1935,2247,0512,2350,0623,0433,NAC,,,,,,,
Domestic,320/D,321E,3018,3019,MIA,SLC,SLC,MIA,0933,1245,0512,1330,2003,0433,NAC,,,,,,,
Domestic,320/D,319W,3828,3829,MIA,JAX,JAX,MIA,1810,1942,0132,2015,2146,0131,NAC,,,,,,,
Domestic,E175,E7W,3320,3321,RDU,BHM,BHM,RDU,2256,2355,0159,0600,0847,0147,EMY,,,,,,,
Domestic,320/D,319S,1514,1514,MIA,TPA,TPA,MIA,2005,2127,0122,2212,2331,0119,NAC,,,,,,,
Domestic,320/D,319W,1518,1553,BOS,LGA,LGA,BOS,2005,2126,0121,2211,2329,0118,NAC,,,,,,,
Domestic,E145,EMJ,3318,3319,RDU,BHM,BHM,RDU,1100,1152,0152,1332,1614,0142,EMY,,,,,,,
Caribbean,320/I,319W,3076,3077,MIA,LRM,LRM,MIA,1055,1318,0223,1420,1659,0239,NAC,,,,,,,
Canada,320/D,319S,2156,2191,MIA,YYZ,YYZ,MIA,2045,2353,0308,0600,0909,0309,NAC,,,,,,,
Hawaii,320/I,321E,486,487,LAX,HNL,HNL,LAX,2020,2340,0620,0700,1515,0515,NAC,,,,,,,
Hawaii,320/I,321E,498,186,LAX,HNL,HNL,LAX,1105,1425,0620,1525,2340,0515,NAC,,,,,,,
Domestic,737/D,738K,1594,1595,LAX,IAD,IAD,LAX,0815,1609,0454,1705,1940,0535,NAC,,,,,,,
Domestic,320/D,321K,1344,1345,PHL,MCO,MCO,PHL,0800,1031,0231,1121,1345,0224,NAC,,,,,,,
Domestic,320/D,321K,894,901,PHL,MCO,MCO,PHL,1445,1716,0231,1806,2030,0224,NAC,,,,,,,
Domestic,320/D,H319,3320,3321,PHX,ABQ,ABQ,PHX,1032,1300,0128,1350,1425,0135,NAC,,,,,,,
Domestic,320/D,321R,1926,1927,PDX,AUS,AUS,PDX,0905,1458,0353,1543,1805,0422,AUR,,,,,,,
Domestic,320/D,321R,2028,1170,SFO,SAN,SAN,SFO,1130,1309,0139,1354,1540,0146,OLD,,,,,,,
Mexico,320/D,321R,1346,1347,SFO,PVR,PVR,SFO,1155,1632,0337,1727,2027,0400,OLD,,,,,,,
Domestic,320/D,321R,919,914,BOS,AUS,AUS,BOS,1640,2006,0426,2051,0143,0352,OLD,,,,,,,
Domestic,320/D,321R,1170,2029,SFO,SAN,SAN,SFO,1825,2004,0139,2049,2235,0146,OLD,,,,,,,
Domestic,320/D,321F,4238,4239,DEN,AUS,AUS,DEN,0500,0810,0210,0915,1024,0209,PFT,,,,,,,
Caribbean,320/I,321F,18,19,MCI,PUJ,PUJ,MCI,0600,1140,0440,1240,1654,0514,PFT,,,,,,,
Domestic,320/D,321F,4804,4805,DEN,SAN,SAN,DEN,0630,0803,0233,0848,1155,0207,PFT,,,,,,,
Domestic,320/D,321F,4678,4679,AUS,ATL,ATL,AUS,0640,0943,0203,1028,1200,0232,PFT,,,,,,,
Domestic,320/D,321F,4534,4535,DEN,BNA,BNA,DEN,0640,1012,0232,1057,1241,0244,PFT,,,,,,,
Domestic,320/D,321F,4556,4557,PHX,MSP,MSP,PHX,0720,1226,0306,1311,1440,0329,PFT,,,,,,,
Domestic,320/D,321F,3900,3901,DEN,ATL,ATL,DEN,0740,1220,0240,1305,1412,0307,PFT,,,,,,,
Domestic,320/D,321F,4982,4983,DEN,PDX,PDX,DEN,0825,1015,0250,1100,1420,0220,PFT,,,,,,,
Domestic,320/D,321F,4582,4583,SFO,MSP,MSP,SFO,0850,1429,0339,1514,1727,0413,PFT,,,,,,,
Domestic,320/D,H205,944,951,LAX,IAH,IAH,LAX,0955,1509,0314,1554,1728,0334,AAA,,,,,,,
Domestic,320/D,321F,3436,3437,PDX,SFO,SFO,PDX,0940,1132,0152,1217,1409,0152,PFT,,,,,,,
Mexico,320/I,321F,22,23,DEN,CUN,CUN,DEN,1015,1502,0347,1645,1945,0400,PFT,,,,,,,
Domestic,737/D,738K,646,646,LAX,IND,IND,LAX,1753,0055,0402,0624,0756,0432,NAC,,,,,,,
Domestic,320/D,321F,4584,4585,DEN,MCI,MCI,DEN,1045,1328,0143,1413,1458,0145,PFT,,,,,,,
Mexico,320/I,321F,10,11,MSP,CUN,CUN,MSP,1045,1443,0358,1438,1843,0405,PFT,,,,,,,
Domestic,320/D,321F,4866,4867,PDX,LAX,LAX,PDX,1240,1450,0210,1535,1800,0225,PFT,,,,,,,
Domestic,320/D,321F,4842,4843,LAS,MSP,MSP,LAS,1250,1758,0308,1843,2017,0334,PFT,,,,,,,
Domestic,320/D,321F,3494,3495,DEN,STL,STL,DEN,1300,1607,0207,1705,1819,0214,PFT,,,,,,,
Domestic,320/D,321F,4066,4067,BOS,ATL,ATL,BOS,1320,1555,0235,1640,1910,0230,PFT,,,,,,,
Domestic,320/D,321F,4506,4507,MCO,LGA,LGA,MCO,1405,1638,0233,1723,2006,0243,PFT,,,,,,,
Domestic,320/D,321F,4078,4079,DEN,SMF,SMF,DEN,1425,1607,0242,1652,2003,0211,PFT,,,,,,,
Domestic,320/D,321F,3282,3283,DEN,LAS,LAS,DEN,1445,1551,0206,1636,1919,0143,PFT,,,,,,,
Domestic,320/D,321F,4696,4697,DEN,PHX,PHX,DEN,1450,1551,0201,1636,1918,0142,PFT,,,,,,,
Domestic,320/D,321F,4610,4611,DEN,LAX,LAX,DEN,1535,1659,0224,1744,2050,0206,PFT,,,,,,,
Domestic,737/D,738K,1388,1389,LAX,IND,IND,LAX,0906,1608,0402,1658,1830,0432,NAC,,,,,,,
Domestic,320/D,321F,4130,4131,PDX,LAS,LAS,PDX,1540,1752,0212,1837,2057,0220,PFT,,,,,,,
Domestic,320/D,321F,4378,4379,DEN,MSP,MSP,DEN,1600,1859,0159,2000,2102,0202,PFT,,,,,,,
Domestic,320/D,321F,4192,4193,DEN,PHX,PHX,DEN,1625,1726,0201,1811,2053,0142,PFT,,,,,,,
Domestic,320/D,321F,4438,4439,LAS,SFO,SFO,LAS,1655,1839,0144,1924,2059,0135,PFT,,,,,,,
Domestic,320/D,321F,4794,4795,MCO,CVG,CVG,MCO,1705,1922,0217,2007,2220,0213,PFT,,,,,,,
Domestic,320/D,321F,4296,4297,LAS,ONT,ONT,LAS,1720,1842,0122,1927,2046,0119,PFT,,,,,,,
Domestic,320/D,321F,4382,4383,DEN,MCI,MCI,DEN,1755,2038,0143,2123,2208,0145,PFT,,,,,,,
Domestic,320/D,321F,4504,4505,DEN,PHX,PHX,DEN,1815,1916,0201,2001,2243,0142,PFT,,,,,,,
Domestic,320/D,321F,4846,4847,AUS,DEN,DEN,AUS,1920,2029,0209,2114,0024,0210,PFT,,,,,,,
Mexico,320/I,321F,8,9,MCI,CUN,CUN,MCI,1955,2312,0317,2307,0234,0327,PFT,,,,,,,
Domestic,320/D,321F,3590,3591,DEN,AUS,AUS,DEN,2030,2340,0210,0630,0739,0209,PFT,,,,,,,
Domestic,320/D,321F,4634,4635,DEN,LAS,LAS,DEN,2110,2216,0206,2301,0144,0143,PFT,,,,,,,
Domestic,320/D,321F,4892,4893,PHX,DEN,DEN,PHX,2115,2357,0142,0500,0601,0201,PFT,,,,,,,
Domestic,320/D,321F,3490,3491,DEN,STL,STL,DEN,2135,0042,0207,0515,0629,0214,PFT,,,,,,,
Caribbean,320/I,321F,12,13,MCO,SJU,SJU,MCO,2200,0056,0256,0100,0417,0317,PFT,,,,,,,
Domestic,320/D,319W,1588,1619,LAX,JAC,JAC,LAX,1330,1643,0213,1728,1841,0213,AUR,,,,,,,
Domestic,320/D,321F,3456,3457,PHX,DFW,DFW,PHX,2235,0243,0208,0530,0609,0239,PFT,,,,,,,
Domestic,320/D,321F,4838,4839,DEN,BNA,BNA,DEN,2355,0327,0232,0725,0909,0244,PFT,,,,,,,
Domestic,320/D,321F,3192,3193,JFK,MCO,MCO,JFK,2355,0237,0242,0725,0957,0232,PFT,,,,,,,
Hawaii,320/I,321L,66,67,HNL,LGB,LGB,HNL,0555,1422,0527,1512,1835,0623,AAH,,,,,,,
Hawaii,320/I,321L,16,17,OGG,LAX,LAX,OGG,0615,1422,0507,1512,1823,0611,AAH,,,,,,,
Hawaii,320/I,321L,402,403,HNL,SJC,SJC,HNL,0625,1437,0512,1527,1829,0602,AAH,,,,,,,
Hawaii,320/I,321L,38,39,OAK,KOA,KOA,OAK,0710,1005,0555,1055,1903,0508,AAH,,,,,,,
Hawaii,320/I,321L,408,409,OGG,OAK,OAK,OGG,0740,1544,0504,1634,1926,0552,AAH,,,,,,,
Hawaii,320/I,321L,442,443,HNL,SEA,SEA,HNL,0815,1700,0545,1750,2122,0632,AAH,,,,,,,
Hawaii,320/I,321L,14,15,OGG,SFO,SFO,OGG,0815,1618,0503,1708,1959,0551,AAH,,,,,,,
Hawaii,320/I,321L,74,75,SEA,KOA,KOA,SEA,0845,1217,0632,1307,2153,0546,AAH,,,,,,,
Hawaii,320/I,321L,480,481,OGG,PDX,PDX,OGG,0900,1731,0531,1821,2138,0617,AAH,,,,,,,
Hawaii,320/I,321L,52,53,PDX,KOA,KOA,PDX,0910,1232,0622,1322,2159,0537,AAH,,,,,,,
Hawaii,320/I,321L,22,23,OGG,SFO,SFO,OGG,0935,1738,0503,1828,2119,0551,AAH,,,,,,,
Hawaii,320/I,321L,54,55,SJC,KOA,KOA,SJC,1005,1301,0556,1351,2159,0508,AAH,,,,,,,
Hawaii,320/I,321L,18,19,OGG,SJC,SJC,OGG,1010,1815,0505,1905,2158,0553,AAH,,,,,,,
Alaska,320/D,321L,440,441,HNL,ANC,ANC,HNL,1230,2038,0608,0343,0800,0617,AAH,,,,,,,
Hawaii,320/I,321L,416,417,HNL,DEN,DEN,HNL,1245,2329,0644,0354,0800,0806,AAH,,,,,,,
Hawaii,320/I,321L,56,57,OGG,SMF,SMF,OGG,1349,2200,0511,0625,0924,0559,AAH,,,,,,,
Hawaii,320/I,321L,802,803,OGG,LAS,LAS,OGG,1450,2332,0542,0420,0800,0640,AAH,,,,,,,
Hawaii,320/I,321L,6,7,HNL,OAK,OAK,HNL,1600,0011,0511,0625,0925,0600,AAH,,,,,,,
Hawaii,320/I,321L,478,479,SAN,LIH,LIH,SAN,1715,2052,0637,2142,0621,0539,AAH,,,,,,,
Hawaii,320/I,321L,60,61,PDX,LIH,LIH,PDX,1750,2118,0628,2208,0646,0538,AAH,,,,,,,
Pacific,320/I,321L,494,495,HNL,RAR,RAR,HNL,2025,0256,0631,0426,1054,0628,AAH,,,,,,,
Domestic,320/D,321L,1088,1089,SFO,SAN,SAN,SFO,2210,2349,0139,0714,0900,0146,AAH,,,,,,,
Domestic,320/D,321L,1962,437,SFO,SEA,SEA,SFO,2220,0026,0206,0520,0726,0206,AAH,,,,,,,
Hawaii,320/I,321L,58,59,OGG,SAN,SAN,OGG,2336,0800,0524,0525,0844,0619,AAH,,,,,,,
